station_id,timestamp,parking_count,hour,day_of_week,is_weekend
ST-481,2025-12-26T08:16:36.862884,7,8,4,0
ST-306,2025-12-26T08:16:36.862706,15,8,4,0
ST-1691,2025-12-26T08:16:36.862769,13,8,4,0
ST-1078,2025-12-26T08:16:36.863013,22,8,4,0
ST-944,2025-12-26T08:16:36.862757,2,8,4,0
ST-237,2025-12-26T08:16:36.862791,21,8,4,0
ST-563,2025-12-26T08:16:36.863022,9,8,4,0
ST-15,2025-12-26T08:16:36.862661,3,8,4,0
ST-2152,2025-12-26T08:16:36.862782,0,8,4,0
ST-163,2025-12-26T08:16:36.862741,12,8,4,0
ST-123,2025-12-26T08:16:36.862715,16,8,4,0
ST-73,2025-12-26T08:16:36.862696,11,8,4,0
ST-1506,2025-12-26T08:16:36.862983,13,8,4,0
ST-2177,2025-12-26T08:16:36.862863,9,8,4,0
ST-1736,2025-12-26T08:16:36.862839,2,8,4,0
ST-125,2025-12-26T08:16:36.862716,8,8,4,0
ST-1072,2025-12-26T08:16:36.863012,0,8,4,0
ST-892,2025-12-26T08:16:36.863005,21,8,4,0
ST-408,2025-12-26T08:16:36.862823,4,8,4,0
ST-194,2025-12-26T08:16:36.862752,18,8,4,0
ST-187,2025-12-26T08:16:36.862751,5,8,4,0
ST-278,2025-12-26T08:16:36.862699,4,8,4,0
ST-109,2025-12-26T08:16:36.862787,6,8,4,0
ST-308,2025-12-26T08:16:36.862829,1,8,4,0
ST-2285,2025-12-26T08:16:36.863057,32,8,4,0
ST-1695,2025-12-26T08:16:36.862992,13,8,4,0
ST-436,2025-12-26T08:16:36.862854,1,8,4,0
ST-1779,2025-12-26T08:16:36.862778,28,8,4,0
ST-1376,2025-12-26T08:16:36.862860,12,8,4,0
ST-152,2025-12-26T08:16:36.862737,3,8,4,0
ST-1671,2025-12-26T08:16:36.862826,10,8,4,0
ST-1763,2025-12-26T08:16:36.862905,1,8,4,0
ST-2294,2025-12-26T08:16:36.863060,20,8,4,0
ST-1015,2025-12-26T08:16:36.862836,2,8,4,0
ST-930,2025-12-26T08:16:36.862994,11,8,4,0
ST-842,2025-12-26T08:16:36.863021,15,8,4,0
ST-201,2025-12-26T08:16:36.862674,1,8,4,0
ST-97,2025-12-26T08:16:36.862784,4,8,4,0
ST-311,2025-12-26T08:16:36.862830,28,8,4,0
ST-1249,2025-12-26T08:16:36.862980,32,8,4,0
ST-32,2025-12-26T08:16:36.862669,13,8,4,0
ST-1996,2025-12-26T08:16:36.862841,35,8,4,0
ST-117,2025-12-26T08:16:36.862711,18,8,4,0
ST-218,2025-12-26T08:16:36.862685,0,8,4,0
ST-93,2025-12-26T08:16:36.862765,28,8,4,0
ST-259,2025-12-26T08:16:36.862801,2,8,4,0
ST-838,2025-12-26T08:16:36.862993,25,8,4,0
ST-1833,2025-12-26T08:16:36.862907,3,8,4,0
ST-99,2025-12-26T08:16:36.862785,23,8,4,0
ST-479,2025-12-26T08:16:36.862883,6,8,4,0
ST-895,2025-12-26T08:16:36.863008,1,8,4,0
ST-150,2025-12-26T08:16:36.862722,9,8,4,0
ST-1386,2025-12-26T08:16:36.863031,9,8,4,0
ST-214,2025-12-26T08:16:36.862683,17,8,4,0
ST-39,2025-12-26T08:16:36.862670,6,8,4,0
ST-332,2025-12-26T08:16:36.862850,15,8,4,0
ST-1372,2025-12-26T08:16:36.862759,4,8,4,0
ST-1420,2025-12-26T08:16:36.862904,20,8,4,0
ST-456,2025-12-26T08:16:36.862871,8,8,4,0
ST-910,2025-12-26T08:16:36.863026,3,8,4,0
ST-1383,2025-12-26T08:16:36.863030,3,8,4,0
ST-506,2025-12-26T08:16:36.862814,18,8,4,0
ST-1584,2025-12-26T08:16:36.863018,13,8,4,0
ST-95,2025-12-26T08:16:36.862763,22,8,4,0
ST-493,2025-12-26T08:16:36.862897,23,8,4,0
ST-476,2025-12-26T08:16:36.862880,2,8,4,0
ST-2289,2025-12-26T08:16:36.863058,11,8,4,0
ST-588,2025-12-26T08:16:36.863046,15,8,4,0
ST-2187,2025-12-26T08:16:36.862866,20,8,4,0
ST-230,2025-12-26T08:16:36.862688,6,8,4,0
ST-2000,2025-12-26T08:16:36.862843,3,8,4,0
